Date,Open,High,Low,Close,Volume,Dividends,Splits,AdjOpen,AdjHigh,AdjLow,AdjClose
2021-01-03,8689.530273,8698.339844,8600.559570,8612.820312,264784300,0.000000,0.000000,8689.530273,8698.339844,8600.559570,8612.820312
2021-01-04,8612.820312,8670.769531,8612.820312,8667.660156,245606200,0.000000,0.000000,8612.820312,8670.769531,8612.820312,8667.660156
2021-01-05,8667.660156,8695.230469,8632.669922,8682.110352,220959100,0.000000,0.000000,8667.660156,8695.230469,8632.669922,8682.110352
2021-01-06,8682.110352,8692.900391,8664.940430,8670.799805,198217400,0.000000,0.000000,8682.110352,8692.900391,8664.940430,8670.799805
2021-01-07,8670.799805,8737.200195,8659.599609,8737.200195,256246900,0.000000,0.000000,8670.799805,8737.200195,8659.599609,8737.200195
2021-01-10,8737.200195,8841.219727,8737.200195,8817.049805,280201600,0.000000,0.000000,8737.200195,8841.219727,8737.200195,8817.049805
2021-01-11,8817.049805,8869.469727,8804.259766,8869.469727,301601300,0.000000,0.000000,8817.049805,8869.469727,8804.259766,8869.469727
2021-01-12,8869.469727,8884.459961,8854.339844,8884.459961,221947500,0.000000,0.000000,8869.469727,8884.459961,8854.339844,8884.459961
2021-01-13,8884.459961,8914.290039,8880.910156,8914.290039,256997100,0.000000,0.000000,8884.459961,8914.290039,8880.910156,8914.290039
2021-01-14,8914.290039,8914.290039,8873.419922,8898.679688,222485200,0.000000,0.000000,8914.290039,8914.290039,8873.419922,8898.679688
2021-01-17,8898.679688,8901.480469,8866.660156,8874.900391,242171700,0.000000,0.000000,8898.679688,8901.480469,8866.660156,8874.900391
2021-01-18,8874.900391,8931.290039,8853.889648,8931.290039,332268600,0.000000,0.000000,8874.900391,8931.290039,8853.889648,8931.290039
2021-01-19,8931.290039,8955.440430,8901.870117,8901.870117,229887800,0.000000,0.000000,8931.290039,8955.440430,8901.870117,8901.870117
2021-01-20,8901.870117,8916.389648,8878.299805,8878.299805,206194700,0.000000,0.000000,8901.870117,8916.389648,8878.299805,8878.299805
2021-01-21,8878.299805,8909.860352,8876.490234,8876.490234,183089800,0.000000,0.000000,8878.299805,8909.860352,8876.490234,8876.490234
2021-01-24,8876.490234,8886.019531,8819.559570,8829.519531,188993600,0.000000,0.000000,8876.490234,8886.019531,8819.559570,8829.519531
2021-01-25,8829.519531,8872.709961,8829.519531,8846.950195,168998900,0.000000,0.000000,8829.519531,8872.709961,8829.519531,8846.950195
2021-01-26,8846.950195,8846.950195,8789.870117,8789.870117,160050600,0.000000,0.000000,8846.950195,8846.950195,8789.870117,8789.870117
2021-01-27,8789.870117,8820.480469,8784.120117,8784.120117,142287600,0.000000,0.000000,8789.870117,8820.480469,8784.120117,8784.120117
2021-01-28,8784.120117,8816.759766,8739.400391,8807.019531,177805300,0.000000,0.000000,8784.120117,8816.759766,8739.400391,8807.019531
2021-01-31,8807.019531,8807.019531,8677.509766,8702.549805,251175000,0.000000,0.000000,8807.019531,8807.019531,8677.509766,8702.549805
2021-02-01,8702.549805,8755.980469,8648.429688,8648.429688,218641600,0.000000,0.000000,8702.549805,8755.980469,8648.429688,8648.429688
2021-02-02,8648.429688,8714.790039,8611.059570,8618.570312,206584600,0.000000,0.000000,8648.429688,8714.790039,8611.059570,8618.570312
2021-02-03,8618.570312,8622.709961,8542.549805,8542.549805,230926000,0.000000,0.000000,8618.570312,8622.709961,8542.549805,8542.549805
2021-02-04,8542.549805,8626.290039,8464.469727,8617.870117,233521800,0.000000,0.000000,8542.549805,8626.290039,8464.469727,8617.870117
2021-02-07,8617.870117,8719.620117,8617.870117,8687.929688,200018700,0.000000,0.000000,8617.870117,8719.620117,8617.870117,8687.929688
2021-02-08,8687.929688,8822.200195,8687.929688,8809.339844,276185800,0.000000,0.000000,8687.929688,8822.200195,8687.929688,8809.339844
2021-02-09,8809.339844,8918.160156,8809.339844,8892.919922,313302600,0.000000,0.000000,8809.339844,8918.160156,8809.339844,8892.919922
2021-02-10,8892.919922,8972.259766,8889.919922,8901.629883,304664300,0.000000,0.000000,8892.919922,8972.259766,8889.919922,8901.629883
2021-02-11,8901.629883,8943.849609,8891.480469,8943.849609,292083000,0.000000,0.000000,8901.629883,8943.849609,8891.480469,8943.849609
2021-02-14,8943.849609,9047.700195,8943.849609,9035.530273,324147500,0.000000,0.000000,8943.849609,9047.700195,8943.849609,9035.530273
2021-02-15,9035.530273,9142.209961,9035.530273,9081.780273,386139900,0.000000,0.000000,9035.530273,9142.209961,9035.530273,9081.780273
2021-02-16,9081.780273,9117.629883,9027.339844,9101.959961,480103500,0.000000,0.000000,9081.780273,9117.629883,9027.339844,9101.959961
2021-02-17,9101.959961,9134.410156,9058.280273,9084.309570,489111400,0.000000,0.000000,9101.959961,9134.410156,9058.280273,9084.309570
2021-02-18,9084.309570,9118.230469,9024.230469,9024.230469,382318800,0.000000,0.000000,9084.309570,9118.230469,9024.230469,9024.230469
2021-02-21,9067.919922,9108.320312,9061.799805,9085.969727,313215400,0.000000,0.000000,9067.919922,9108.320312,9061.799805,9085.969727
2021-02-22,9090.129883,9114.009766,9064.019531,9077.620117,382516000,0.000000,0.000000,9090.129883,9114.009766,9064.019531,9077.620117
2021-02-23,9096.860352,9177.910156,9095.429688,9151.709961,465767400,0.000000,0.000000,9096.860352,9177.910156,9095.429688,9151.709961
2021-02-24,9166.809570,9217.030273,9078.540039,9115.759766,545869000,0.000000,0.000000,9166.809570,9217.030273,9078.540039,9115.759766
2021-02-25,9161.599609,9263.160156,9161.139648,9194.919922,449560200,0.000000,0.000000,9161.599609,9263.160156,9161.139648,9194.919922
2021-02-28,9115.610352,9198.650391,9099.139648,9144.990234,408617900,0.000000,0.000000,9115.610352,9198.650391,9099.139648,9144.990234
2021-03-01,9161.799805,9222.980469,9132.030273,9138.370117,497675200,0.000000,0.000000,9161.799805,9222.980469,9132.030273,9138.370117
2021-03-02,9159.459961,9266.990234,9158.980469,9248.280273,570396700,0.000000,0.000000,9159.459961,9266.990234,9158.980469,9248.280273
2021-03-03,9267.839844,9314.750000,9257.269531,9310.280273,531196600,0.000000,0.000000,9267.839844,9314.750000,9257.269531,9310.280273
2021-03-04,9311.160156,9311.919922,9242.280273,9242.280273,507269000,0.000000,0.000000,9311.160156,9311.919922,9242.280273,9242.280273
2021-03-07,9320.559570,9375.349609,9320.190430,9351.080078,572993100,0.000000,0.000000,9320.559570,9375.349609,9320.190430,9351.080078
2021-03-08,9353.070312,9397.169922,9320.349609,9374.370117,582328800,0.000000,0.000000,9353.070312,9397.169922,9320.349609,9374.370117
2021-03-09,9381.639648,9487.650391,9380.740234,9473.200195,571874000,0.000000,0.000000,9381.639648,9487.650391,9380.740234,9473.200195
2021-03-10,9486.589844,9617.309570,9486.089844,9595.450195,536314000,0.000000,0.000000,9486.589844,9617.309570,9486.089844,9595.450195
2021-03-11,9605.620117,9639.879883,9549.620117,9587.790039,455911200,0.000000,0.000000,9605.620117,9639.879883,9549.620117,9587.790039
2021-03-14,9611.320312,9666.580078,9611.320312,9664.610352,450290100,0.000000,0.000000,9611.320312,9666.580078,9611.320312,9664.610352
2021-03-15,9678.500000,9678.700195,9610.719727,9645.740234,508448800,0.000000,0.000000,9678.500000,9678.700195,9610.719727,9645.740234
2021-03-16,9640.309570,9698.679688,9619.709961,9660.269531,727289100,0.000000,0.000000,9640.309570,9698.679688,9619.709961,9660.269531
2021-03-17,9666.490234,9673.570312,9566.660156,9602.259766,472284700,0.000000,0.000000,9666.490234,9673.570312,9566.660156,9602.259766
2021-03-18,9604.450195,9624.139648,9485.959961,9485.959961,355782300,0.000000,0.000000,9604.450195,9624.139648,9485.959961,9485.959961
2021-03-21,9462.190430,9508.419922,9454.250000,9498.849609,289274800,0.000000,0.000000,9462.190430,9508.419922,9454.250000,9498.849609
2021-03-22,9500.559570,9565.690430,9466.839844,9547.419922,344719500,0.000000,0.000000,9500.559570,9565.690430,9466.839844,9547.419922
2021-03-23,9546.120117,9571.879883,9489.629883,9489.629883,376552200,0.000000,0.000000,9546.120117,9571.879883,9489.629883,9489.629883
2021-03-24,9462.580078,9498.709961,9430.660156,9464.080078,290917200,0.000000,0.000000,9462.580078,9498.709961,9430.660156,9464.080078
2021-03-25,9463.519531,9495.429688,9417.709961,9417.709961,253306600,0.000000,0.000000,9463.519531,9495.429688,9417.709961,9417.709961
2021-03-28,9438.599609,9508.200195,9422.910156,9482.950195,252808600,0.000000,0.000000,9438.599609,9508.200195,9422.910156,9482.950195
2021-03-29,9496.360352,9615.629883,9492.070312,9615.629883,314735400,0.000000,0.000000,9496.360352,9615.629883,9492.070312,9615.629883
2021-03-30,9610.660156,9635.339844,9592.280273,9635.339844,355302000,0.000000,0.000000,9610.660156,9635.339844,9592.280273,9635.339844
2021-03-31,9810.519531,9909.639648,9762.370117,9907.820312,507946500,0.000000,0.000000,9810.519531,9909.639648,9762.370117,9907.820312
2021-04-01,9908.070312,9938.500000,9869.469727,9895.559570,328303200,0.000000,0.000000,9908.070312,9938.500000,9869.469727,9895.559570
2021-04-04,9891.099609,9986.160156,9862.769531,9962.769531,373197300,0.000000,0.000000,9891.099609,9986.160156,9862.769531,9962.769531
2021-04-05,9969.509766,9984.139648,9939.599609,9964.839844,364402100,0.000000,0.000000,9969.509766,9984.139648,9939.599609,9964.839844
2021-04-06,9965.179688,9995.839844,9958.929688,9988.980469,396757600,0.000000,0.000000,9965.179688,9995.839844,9958.929688,9988.980469
2021-04-07,9992.509766,10030.349609,9979.160156,10014.299805,336285700,0.000000,0.000000,9992.509766,10030.349609,9979.160156,10014.299805
2021-04-08,10011.349609,10039.230469,9977.150391,10012.129883,282434900,0.000000,0.000000,10011.349609,10039.230469,9977.150391,10012.129883
2021-04-11,10010.589844,10015.759766,9921.269531,9938.320312,302390400,0.000000,0.000000,10010.589844,10015.759766,9921.269531,9938.320312
2021-04-12,9927.019531,9929.650391,9846.570312,9907.620117,285595600,0.000000,0.000000,9927.019531,9929.650391,9846.570312,9907.620117
2021-04-13,9911.530273,9922.000000,9838.280273,9838.280273,254227400,0.000000,0.000000,9911.530273,9922.000000,9838.280273,9838.280273
2021-04-14,9820.030273,9847.620117,9767.009766,9847.620117,202948500,0.000000,0.000000,9820.030273,9847.620117,9767.009766,9847.620117
2021-04-15,9863.290039,9987.919922,9862.290039,9987.919922,225510300,0.000000,0.000000,9863.290039,9987.919922,9862.290039,9987.919922
2021-04-18,10009.610352,10065.049805,10006.099609,10048.700195,237441900,0.000000,0.000000,10009.610352,10065.049805,10006.099609,10048.700195
2021-04-19,10062.160156,10097.650391,10007.379883,10097.650391,338520500,0.000000,0.000000,10062.160156,10097.650391,10007.379883,10097.650391
2021-04-20,10097.009766,10125.570312,10086.860352,10116.980469,345980300,0.000000,0.000000,10097.009766,10125.570312,10086.860352,10116.980469
2021-04-21,10127.940430,10142.160156,10095.360352,10095.360352,251781300,0.000000,0.000000,10127.940430,10142.160156,10095.360352,10095.360352
2021-04-22,10109.589844,10136.660156,10092.219727,10134.080078,260559800,0.000000,0.000000,10109.589844,10136.660156,10092.219727,10134.080078
2021-04-25,10139.080078,10173.299805,10128.990234,10142.480469,275145000,0.000000,0.000000,10139.080078,10173.299805,10128.990234,10142.480469
2021-04-26,10155.110352,10231.059570,10139.969727,10231.059570,309555400,0.000000,0.000000,10155.110352,10231.059570,10139.969727,10231.059570
2021-04-27,10226.349609,10267.169922,10205.030273,10267.169922,359496400,0.000000,0.000000,10226.349609,10267.169922,10205.030273,10267.169922
2021-04-28,10328.490234,10540.169922,10308.599609,10531.219727,457396500,0.000000,0.000000,10328.490234,10540.169922,10308.599609,10531.219727
2021-04-29,10493.639648,10503.330078,10382.490234,10418.980469,356287800,0.000000,0.000000,10493.639648,10503.330078,10382.490234,10418.980469
2021-05-02,10406.059570,10416.480469,10330.719727,10365.509766,321048300,0.000000,0.000000,10406.059570,10416.480469,10330.719727,10365.509766
2021-05-03,10381.400391,10386.339844,10309.370117,10309.370117,270269900,0.000000,0.000000,10381.400391,10386.339844,10309.370117,10309.370117
