Date,Open,High,Low,Close,Volume,Dividends,Splits,AdjOpen,AdjHigh,AdjLow,AdjClose,sma20,sma50,sma100,sma200,ema12,ema26,macd,macd_signal,macd_hist,rsi14,bb_mid,bb_up,bb_low,bb_pctb,atr14,atr_pct,ret_1d,ret_1w,ret_1m,ret_3m,ret_6m,ret_12m,vol_21,drawdown,dist_52w_high,dist_52w_low,vol_sma20,turnover_sar,rs_bench_3m
2015-01-02,85.580002,86.260002,84.480003,85.760002,1257600,0.000000,0.000000,80.326297,80.964552,79.293826,80.495247,,,,,,,,,,50.000000,,,,,,,,,,,,,,0.000000,,,,107851778.515200,
2015-01-05,85.449997,85.870003,83.809998,84.199997,1683200,0.000000,0.000000,80.204269,80.598491,78.664948,79.031006,,,,,,,,,,50.000000,,,,,,,-0.018190,,,,,,,-0.018190,,,,141725434.950400,
2015-01-06,84.720001,85.779999,83.309998,84.169998,2079800,0.000000,0.000000,79.519084,80.514009,78.195640,79.002846,,,,,,,,,,50.000000,,,,,,,-0.000356,,,,,,,-0.018540,,,,175056761.840400,
2015-01-07,85.010002,85.629997,83.809998,84.169998,1663600,0.000000,0.000000,79.791282,80.373216,78.664945,79.002846,,,,,,,,,,50.000000,,,,,,,0.000000,,,,,,,-0.018540,,,,140025208.672800,
2015-01-08,84.660004,88.190002,84.099998,87.889999,2263300,0.000000,0.000000,79.462776,82.776070,78.937149,82.494484,,,,,,,,,,50.000000,,,,,,,0.044196,,,,,,,0.000000,,,,198921434.736700,
2015-01-09,88.029999,88.760002,87.220001,87.550003,1593500,0.000000,0.000000,82.625875,83.311064,81.865603,82.175346,,,,,,,,,,50.000000,,,,,,,-0.003869,0.020872,,,,,,-0.003869,,,,139510929.780500,
2015-01-12,87.389999,87.900002,84.919998,85.169998,1480500,0.000000,0.000000,82.025161,82.503854,79.706792,79.941444,,,,,,,,,,50.000000,,,,,,,-0.027185,0.011520,,,,,,-0.030948,,,,126094182.039000,
2015-01-13,85.839996,87.180000,83.879997,85.019997,1466400,0.000000,0.000000,80.570319,81.828061,78.730644,79.800659,,,,,,,,,,50.000000,,,,,,,-0.001761,0.010099,,,,,,-0.032655,,,,124673323.600800,
2015-01-14,84.260002,85.820000,83.720001,85.389999,1607200,0.000000,0.000000,79.087322,80.551552,78.580471,80.147949,,,,,,,,,,50.000000,,,,,,,0.004352,0.014494,,,,,,-0.028445,,,,137238806.392800,
2015-01-15,85.809998,85.809998,82.279999,82.529999,2982500,0.000000,0.000000,80.542181,80.542181,77.228886,77.463539,,,,,,,,,,50.000000,,,,,,,-0.033493,-0.060985,,,,,,-0.060985,,,,246145722.017500,
2015-01-16,82.610001,84.089996,81.970001,83.480003,2939400,0.000000,0.000000,77.538623,78.927763,76.937913,78.355217,,,,,,,,,,50.000000,,,,,,,0.011511,-0.046488,,,,,,-0.050176,,,,245381120.818200,
2015-01-20,84.029999,84.410004,82.489998,83.940002,2140900,0.000000,0.000000,78.871459,79.228135,77.425997,78.786987,,,,,79.382533,,,,,50.000000,,,,,,,0.005510,-0.014441,,,,,,-0.044942,,,,179707150.281800,
2015-01-21,83.699997,84.500000,83.190002,84.080002,2544200,0.000000,0.000000,78.561712,79.312603,78.083025,78.918388,,,,,79.301940,,,,,50.000000,,,,,,,0.001668,-0.011056,,,,,,-0.043350,,,,213916341.088400,
2015-01-22,84.919998,86.019997,83.699997,85.709999,1696600,0.000000,0.000000,79.706808,80.739278,78.561702,80.448311,,,,,79.497130,,,,,50.000000,,,,,2.210643,0.027479,0.019386,0.003748,,,,,,-0.024804,,,,145415584.303400,
2015-01-23,84.330002,88.650002,84.139999,87.440002,3679500,0.000000,0.000000,79.153034,83.207831,78.974695,82.072113,,,,,79.928484,,,,,60.780242,,,,,2.425947,0.029559,0.020184,0.059493,,,,,,-0.005120,,,,321735487.359000,
2015-01-26,87.559998,87.809998,86.449997,87.290001,1526200,0.000000,0.000000,82.184727,82.419379,81.142868,81.931305,,,,,80.259466,,,,,59.868662,,,,,2.307725,0.028167,-0.001716,0.045639,,,,,,-0.006827,,,,133221999.526200,
2015-01-27,87.059998,87.500000,85.779999,86.680000,913900,0.000000,0.000000,81.715442,82.128433,80.514021,81.358772,,,,,80.439085,,,,,56.179178,,,,,2.238589,0.027515,-0.006988,0.032642,,,,,,-0.013767,,,,79216852.000000,
2015-01-28,87.209999,87.769997,85.830002,85.870003,908800,0.000000,0.000000,81.856238,82.381858,80.560958,80.598503,,,,,80.464887,,,,,51.629164,,,,,2.198083,0.027272,-0.009345,0.021289,,,,,,-0.022983,,,,78038658.726400,
2015-01-29,86.220001,86.730003,84.629997,86.570000,832700,0.000000,0.000000,80.927004,81.405697,79.434609,81.255516,,,,,80.591833,,,,,55.019574,,,,,2.176618,0.026787,0.008152,0.010034,,,,,,-0.015019,,,,72086839.000000,
2015-01-30,86.120003,87.260002,85.599998,85.930000,1476100,0.000000,0.000000,80.833162,81.903177,80.345080,80.654823,80.196765,,,,80.601879,,,,,51.467631,80.196765,83.011484,77.382047,0.581368,2.119454,0.026278,-0.007393,-0.017269,,,,,,-0.022300,,,1836795.000000,126841273.000000,
2015-02-02,86.279999,86.489998,83.919998,86.220001,1396800,0.000000,0.000000,80.983324,81.180431,78.768202,80.927010,80.218353,,,,80.653444,,,,,52.949840,80.218353,83.049287,77.387419,0.625163,2.145956,0.026517,0.003375,-0.012258,,,,,,-0.019001,,,1843755.000000,120432097.396800,
2015-02-03,86.650002,87.870003,85.389999,87.820000,1454300,0.000000,0.000000,81.330622,82.475728,80.147970,82.428795,80.388243,,,,80.933677,,,,,60.176568,80.388243,83.324993,77.451492,0.847417,2.162105,0.026230,0.018557,0.013152,0.024021,,,,0.268305,-0.000796,,,1832310.000000,127716626.000000,
2015-02-04,87.139999,88.320000,87.139999,87.870003,1823200,0.000000,0.000000,81.790527,82.898088,81.790527,82.475716,80.561886,,,,81.176113,,,,,60.381318,80.561886,83.563695,77.560077,0.818779,2.070036,0.025099,0.000569,0.023291,0.043587,,,,0.258868,-0.000228,,,1819480.000000,160204589.469600,
2015-02-05,88.129997,88.589996,87.110001,88.000000,3438300,0.000000,0.000000,82.719749,83.151509,81.762370,82.597733,80.741630,,,,81.398866,,,,,60.943679,80.741630,83.780657,77.702604,0.805378,2.011518,0.024353,0.001479,0.016518,0.045503,,,,0.258721,0.000000,,,1908215.000000,302570400.000000,
2015-02-06,79.230003,80.699997,76.699997,77.870003,12395100,0.000000,0.000000,74.366126,75.745878,71.991435,73.089615,80.271387,,,,80.100585,,,,,27.813292,80.271387,84.741822,75.800952,-0.303252,2.739605,0.037483,-0.115114,-0.093797,-0.074848,,,,0.482150,-0.115114,,,2414805.000000,965206474.185300,
2015-02-09,77.269997,78.809998,76.339996,78.199997,4057000,0.000000,0.000000,72.526445,73.971906,71.653537,73.399353,79.832587,,,,79.056056,79.670616,-0.614561,,,29.164229,79.832587,85.157339,74.507836,-0.104088,2.704389,0.036845,0.004238,-0.093018,-0.110251,,,,0.451518,-0.111364,,,2537980.000000,317257387.829000,
2015-02-10,78.639999,78.660004,76.919998,78.190002,2414600,0.000000,0.000000,73.812348,73.831125,72.197937,73.389977,79.505014,,,,78.174662,79.138809,-0.964147,,,29.146448,79.505014,85.557868,73.452160,-0.005137,2.615911,0.035644,-0.000128,-0.109656,-0.106910,,,,0.451836,-0.111477,,,2584685.000000,188797578.829200,
2015-02-11,78.290001,78.690002,77.919998,78.220001,1964000,0.000000,0.000000,73.483816,73.859262,73.136528,73.418114,79.185887,,,,77.436014,78.659494,-1.223480,,,29.285787,79.185887,85.818375,72.553398,0.065188,2.461268,0.033524,0.000383,-0.109821,-0.081601,,,,0.444787,-0.111136,,,2609565.000000,153624081.964000,
2015-02-12,87.800003,92.519997,86.349998,89.570000,15944600,0.000000,0.000000,82.409998,86.840233,81.049008,84.071335,79.382056,,,,78.464931,79.108570,-0.643638,,,60.754879,79.382056,86.357569,72.406544,0.836124,3.347509,0.039817,0.145103,0.017841,0.053517,,,,0.680913,0.000000,,,3326435.000000,1428157822.000000,
2015-02-13,89.529999,90.769997,88.519997,89.489998,3424900,0.000000,0.000000,84.033799,85.197674,83.085801,83.996254,79.708692,,,,79.321610,79.510570,-0.188960,,,60.550363,79.708692,86.913964,72.503420,0.797530,3.248534,0.038675,-0.000893,0.149223,0.048015,,,,0.681058,-0.000893,,,3348555.000000,306494294.150200,
2015-02-17,89.620003,90.769997,88.480003,88.690002,2602400,0.000000,0.000000,84.118262,85.197658,83.048246,83.245354,79.953199,,,,79.928684,79.815257,0.113427,,,58.431840,79.953199,87.295665,72.610732,0.724186,3.161251,0.037975,-0.008940,0.134143,0.074639,,,,0.669652,-0.009825,,,3331705.000000,230806861.204800,
2015-02-18,88.919998,89.360001,88.550003,89.160004,2029000,0.000000,0.000000,83.461252,83.874243,83.113970,83.686523,80.198176,,,,80.509583,80.128725,0.380858,,,59.332116,80.198176,87.701978,72.694373,0.732439,2.972096,0.035515,0.005300,0.140299,0.068040,,,,0.669151,-0.004577,,,3326110.000000,180905648.116000,
2015-02-19,90.099998,91.440002,89.000000,91.300003,2536200,0.000000,0.000000,84.568793,85.826534,83.536323,85.695129,80.537013,,,,81.310591,80.576365,0.734226,,,63.236122,80.537013,88.400867,72.673158,0.827964,2.918768,0.034060,0.024002,0.167221,0.087681,,,,0.672743,0.000000,,,3325710.000000,231555067.608600,
2015-02-20,91.199997,92.339996,90.279999,92.300003,1798200,0.000000,0.000000,85.601266,86.671281,84.737746,86.633743,80.846284,,,,82.132343,81.060417,1.071926,0.241815,0.830111,64.930333,80.846284,89.168610,72.523959,0.847707,2.842234,0.032807,0.010953,0.030479,0.097764,,,,0.672959,0.000000,,,3330790.000000,165973865.394600,
2015-02-23,92.309998,94.959999,92.099998,94.750000,3524200,0.000000,0.000000,86.643145,89.130465,86.446038,88.933357,81.189346,,,,83.181684,81.685902,1.495782,0.522776,0.973006,68.732195,81.189346,90.256749,72.121944,0.927025,2.830052,0.031822,0.026544,0.058778,0.105472,,,,0.675300,0.000000,,,3323025.000000,333917950.000000,
2015-02-24,94.480003,94.839996,93.900002,94.180000,1436400,0.000000,0.000000,88.679932,89.017825,88.135536,88.398346,81.512698,,,,83.986214,82.216339,1.769876,0.795635,0.974241,66.914678,81.512698,91.135725,71.889672,0.857769,2.680551,0.030324,-0.006016,0.061901,0.077081,,,,0.674286,-0.006016,,,3318535.000000,135280152.000000,
2015-02-25,94.010002,94.980003,94.010002,94.610001,1221900,0.000000,0.000000,88.238784,89.149237,88.238784,88.801949,81.884857,,,,84.728632,82.734190,1.994442,1.053088,0.941354,67.610501,81.884857,92.043618,71.726097,0.840450,2.545406,0.028664,0.004566,0.061126,0.083859,,,,0.673920,-0.001478,,,3333935.000000,115603960.221900,
2015-02-26,93.709999,95.000000,92.650002,93.250000,2061600,0.000000,0.000000,87.957204,89.168013,86.962279,87.525444,82.231204,,,,85.159665,83.109234,2.050432,1.264161,0.786271,63.091066,82.231204,92.673672,71.788737,0.753496,2.519600,0.028787,-0.014375,0.021358,0.075796,,,,0.676015,-0.015831,,,3391575.000000,192244200.000000,
2015-02-27,93.180000,93.570000,91.639999,91.750000,1663500,0.000000,0.000000,87.459729,87.825786,86.014268,86.117516,82.474304,,,,85.307245,83.343727,1.963519,1.410467,0.553052,58.450204,82.474304,93.046700,71.901909,0.672298,2.466047,0.028636,-0.016086,-0.005959,0.068475,,,,0.678134,-0.031662,,,3433115.000000,152626125.000000,
2015-03-02,90.330002,92.470001,90.320000,92.180000,1724600,0.000000,0.000000,84.784705,86.793331,84.775317,86.521133,82.767620,,,,85.494232,83.590447,1.903785,1.512728,0.391056,59.372820,82.767620,93.452380,72.082860,0.675648,2.432303,0.028112,0.004687,-0.027124,0.064803,,,,0.677974,-0.027124,,,3445540.000000,158973628.000000,
2015-03-03,91.949997,92.019997,90.120003,91.019997,1628700,0.000000,0.000000,86.305235,86.370938,84.587584,85.432327,82.992886,,,,85.484698,83.732957,1.751741,1.561916,0.189826,55.774859,82.992886,93.704192,72.281579,0.613872,2.394885,0.028033,-0.012584,-0.033553,0.059234,,,,0.679295,-0.039367,,,3457135.000000,148244269.113900,
2015-03-04,90.519997,91.349998,89.860001,89.870003,1773200,0.000000,0.000000,84.963019,85.742068,84.343540,84.352928,83.089092,,,,85.310423,83.780767,1.529656,1.555315,-0.025659,52.385658,83.089092,93.813622,72.364562,0.558923,2.320403,0.027508,-0.012635,-0.050100,0.042333,,,,0.681622,-0.051504,,,3473080.000000,159357489.319600,
2015-03-05,89.849998,92.570000,89.809998,91.379997,1833900,0.000000,0.000000,84.334160,86.887182,84.296615,85.770233,83.253818,,,,85.381217,83.933724,1.447493,1.533355,-0.085862,56.153237,83.253818,94.039710,72.467927,0.616653,2.340532,0.027288,0.016802,-0.020054,0.040537,,,,0.681139,-0.035567,,,3473615.000000,167581776.498300,
2015-03-06,90.349998,91.349998,89.989998,90.250000,1753300,0.180000,0.000000,84.970845,85.911309,84.632278,84.876801,83.367772,,,,85.303564,84.006028,1.297536,1.485502,-0.187965,53.290651,83.367772,94.172618,72.562925,0.569831,2.261686,0.026647,-0.010417,-0.014407,0.029113,,,,0.682645,-0.045613,,,3389365.000000,158235325.000000,
2015-03-09,90.250000,90.779999,89.879997,90.550003,821700,0.000000,0.000000,84.876801,85.375246,84.528827,85.158943,83.971238,,,,85.281303,84.094191,1.187112,1.425128,-0.238016,54.086652,83.971238,93.648359,74.294117,0.561367,2.156862,0.025327,0.003324,-0.015744,0.031008,,,,0.682649,-0.042441,,,2810695.000000,74404937.465100,
2015-03-10,89.620003,90.279999,89.000000,89.349998,1165000,0.000000,0.000000,84.284309,84.905011,83.701220,84.030380,84.502789,,,,85.088765,84.089323,0.999442,1.339198,-0.339756,50.387713,84.502789,92.805097,76.200482,0.471550,2.105215,0.025053,-0.013252,-0.016410,0.149690,,,,0.537660,-0.055131,,,2666095.000000,104092747.670000,
2015-03-11,89.400002,89.919998,88.720001,88.949997,922600,0.000000,0.000000,84.077410,84.566448,83.437895,83.654198,85.016000,,,,84.867976,84.056202,0.811774,1.232929,-0.421155,49.180356,85.016000,91.494585,78.537416,0.394900,2.033243,0.024305,-0.004477,-0.008283,0.139713,,,,0.539105,-0.059361,,,2591495.000000,82065267.232200,
2015-03-12,88.919998,91.610001,88.709999,91.389999,1262400,0.000000,0.000000,83.625991,86.155840,83.428495,85.948936,85.642541,,,,85.034332,84.199980,0.834352,1.152740,-0.318388,56.091905,85.642541,89.133149,82.151934,0.543888,2.084277,0.024250,0.027431,0.002084,0.171126,,,,0.543109,-0.033558,,,2556415.000000,115370734.737600,
2015-03-13,91.230003,92.169998,90.290001,91.349998,1132500,0.000000,0.000000,85.798457,86.682488,84.914420,85.911308,85.734540,,,,85.169289,84.329733,0.839556,1.089806,-0.250250,55.957516,85.734540,89.146898,82.322182,0.525901,2.061077,0.023991,-0.000438,0.012188,0.170165,,,,0.543263,-0.033981,,,1815810.000000,103453872.735000,
2015-03-16,91.709999,93.220001,91.040001,92.970001,1377600,0.000000,0.000000,86.249882,87.669984,85.619774,87.434868,85.906471,82.237172,,,85.517922,84.564754,0.953168,1.062375,-0.109207,60.123476,85.906471,89.296492,82.516449,0.725426,2.060281,0.023564,0.017734,0.026726,0.040008,,,,0.223249,-0.016850,,,1713445.000000,128075473.377600,
2015-03-17,92.519997,93.279999,91.620003,92.330002,1583300,0.000000,0.000000,87.011660,87.726415,86.165249,86.832977,86.085852,82.363927,,,85.720279,84.736154,0.984124,1.046677,-0.062553,57.797551,86.085852,89.255493,82.916210,0.617856,2.023797,0.023307,-0.006884,0.033352,0.033772,,,,0.225171,-0.023617,,,1662490.000000,146186092.166600,
2015-03-18,92.290001,94.419998,92.099998,94.040001,1802200,0.000000,0.000000,86.795344,88.798528,86.616654,88.441154,86.323583,82.552130,,,86.138946,85.015709,1.123237,1.062026,0.061210,62.024752,86.323583,89.448419,83.198748,0.838829,2.035333,0.023013,0.018520,0.057223,0.062415,,,,0.228918,-0.005535,,,1651150.000000,169478889.802200,
2015-03-19,93.830002,94.879997,93.830002,94.680000,1221900,0.000000,0.000000,88.243660,89.231142,88.243660,89.043053,86.490980,82.752934,,,86.585795,85.319167,1.266628,1.103026,0.163602,63.498426,86.490980,89.825708,83.156252,0.882651,1.958983,0.022000,0.006806,0.035999,0.064007,,,,0.229169,0.000000,,,1585435.000000,115689492.000000,
