Date,Open,High,Low,Close,Volume,Dividends,Splits,AdjOpen,AdjHigh,AdjLow,AdjClose,sma20,sma50,sma100,sma200,ema12,ema26,macd,macd_signal,macd_hist,rsi14,bb_mid,bb_up,bb_low,bb_pctb,atr14,atr_pct,ret_1d,ret_1w,ret_1m,ret_3m,ret_6m,ret_12m,vol_21,drawdown,dist_52w_high,dist_52w_low,vol_sma20,turnover_sar,rs_bench_3m
2025-12-17,35.000000,41.250000,34.889999,41.000000,78930900,0.000000,0.000000,35.000000,41.250000,34.889999,41.000000,,,,,,,,,,50.000000,,,,,,,,,,,,,,0.000000,,,,3236166900.000000,
2025-12-18,38.150002,41.740002,38.000000,39.500000,17989800,0.000000,0.000000,38.150002,41.740002,38.000000,39.500000,,,,,,,,,,50.000000,,,,,,,-0.036585,,,,,,,-0.036585,,,,710597100.000000,
2025-12-19,38.820000,43.900002,38.820000,41.650002,16953200,0.000000,0.000000,38.820000,43.900002,38.820000,41.650002,,,,,,,,,,50.000000,,,,,,,0.054430,,,,,,,0.000000,,,,706100813.906400,
2025-12-22,42.099998,43.450001,41.349998,42.180000,7282700,0.000000,0.000000,42.099998,43.450001,41.349998,42.180000,,,,,,,,,,50.000000,,,,,,,0.012725,,,,,,,0.000000,,,,307184286.000000,
2025-12-23,42.599998,44.299999,40.590000,43.630001,20779700,0.000000,0.000000,42.599998,44.299999,40.590000,43.630001,,,,,,,,,,50.000000,,,,,,,0.034377,,,,,,,0.000000,,,,906618331.779700,
2025-12-24,44.070000,45.009998,43.549999,44.279999,4404300,0.000000,0.000000,44.070000,45.009998,43.549999,44.279999,,,,,,,,,,50.000000,,,,,,,0.014898,0.080000,,,,,,0.000000,,,,195022399.595700,
2025-12-26,44.500000,45.500000,43.610001,44.130001,21088700,0.000000,0.000000,44.500000,45.500000,43.610001,44.130001,,,,,,,,,,50.000000,,,,,,,-0.003387,0.117215,,,,,,-0.003387,,,,930644352.088700,
2025-12-29,43.570000,43.792000,41.735001,42.000000,6589600,0.000000,0.000000,43.570000,43.792000,41.735001,42.000000,,,,,,,,,,50.000000,,,,,,,-0.048267,0.008403,,,,,,-0.051490,,,,276763200.000000,
2025-12-30,42.105000,43.275002,41.610001,41.919998,7014200,0.000000,0.000000,42.105000,43.275002,41.610001,41.919998,,,,,,,,,,50.000000,,,,,,,-0.001905,-0.006164,,,,,,-0.053297,,,,294035249.971600,
2025-12-31,41.939999,43.080002,41.209999,42.000000,5814700,0.000000,0.000000,41.939999,43.080002,41.209999,42.000000,,,,,,,,,,50.000000,,,,,,,0.001908,-0.037360,,,,,,-0.051490,,,,244217400.000000,
2026-01-02,41.910000,42.040001,40.000000,40.619999,7349400,0.000000,0.000000,41.910000,42.040001,40.000000,40.619999,,,,,,,,,,50.000000,,,,,,,-0.032857,-0.082656,,,,,,-0.082656,,,,298532620.650600,
